serial_number,monthly_income,employment_status,existing_loans,credit_score,loan_purpose,loan_amount_requested,debt_to_income_ratio,repayment_history,defaulted
8554,113251,Unemployed,1,438,Travel,3214711,0.3552878852334568,Poor,0
8555,129787,Student,10,721,Travel,1467638,0.136762904676603,Fair,0
8556,118533,Employed,2,712,Business,2130612,0.654898880237912,Fair,0
8557,105768,Self-employed,1,331,Car Loan,1350336,0.1034786228760182,Fair,0
8558,131604,Retired,4,692,Business,2336142,0.5377873082405109,Good,0
8559,34239,Employed,6,582,Debt Consolidation,613949,0.44,Good,0
8560,181722,Student,6,498,Travel,1543955,0.2206160266956744,Fair,1
8561,137248,Student,9,446,Home Improvement,4176984,0.1339972450834533,Poor,0
8562,93477,Self-employed,5,669,Car Loan,4684223,0.22,Fair,1
8563,167896,Employed,8,331,Medical,549903,0.6393662816070269,Good,0
8564,177787,Unemployed,6,839,Medical,3645467,0.2955921784388868,Poor,0
8565,156379,Employed,1,751,Medical,1774988,0.1817438749922548,Good,0
8566,18336,Student,1,477,Home Improvement,3651011,0.5958197301412848,Fair,0
8567,177943,Self-employed,2,691,Business,1108992,0.3795401290737564,Fair,0
8568,211974,Self-employed,5,536,Business,293374,0.7040721538243655,Poor,0
8569,147040,Unemployed,7,683,Education,173611,0.36,Fair,1
8570,133092,Self-employed,4,768,Medical,2524048,0.617131062153329,Good,0
8571,200634,Self-employed,2,724,Medical,850645,0.6750877811144862,Good,0
8572,120161,Self-employed,2,613,Business,2112214,0.5203599850871833,Good,0
8573,55713,Self-employed,8,569,Medical,4467982,0.5128131343220319,Poor,0
8574,155262,Self-employed,5,424,Business,2735692,0.13,Good,1
8575,68781,Student,6,767,Travel,521194,0.2521041447571365,Fair,0
8576,77493,Employed,5,485,Travel,3462406,0.69,Poor,0
8577,118199,Retired,7,682,Business,1051546,0.6925422057528976,Good,0
8578,68413,Self-employed,8,741,Car Loan,2957135,0.32,Good,0
8579,124052,Retired,1,693,Business,2996286,0.714089834327306,Fair,1
8580,156920,Retired,1,457,Debt Consolidation,4847771,0.4919676838740006,Fair,1
8581,184898,Student,3,462,Debt Consolidation,280547,0.73,Poor,0
8582,59871,Self-employed,7,345,Debt Consolidation,2203672,0.2075912533928922,Good,0
8583,196192,Retired,0,308,Debt Consolidation,1395465,0.8161011842981414,Good,1
8584,131155,Self-employed,5,495,Home Improvement,1723440,0.1198252405102857,Fair,1
8585,75101,Unemployed,0,840,Education,93250,0.49,Poor,1
8586,133660,Unemployed,4,746,Education,4854837,0.5671983590184265,Fair,1
8587,22812,Unemployed,5,770,Business,3758525,0.1025915896627921,Fair,0
8588,137058,Retired,6,479,Travel,3202685,0.8464187920674032,Poor,1
8589,81396,Unemployed,0,369,Medical,4640251,0.4028882073522927,Good,1
8590,114686,Student,5,587,Debt Consolidation,3186633,0.7404532560484814,Good,1
8591,94183,Student,6,801,Education,473860,0.26,Good,1
8592,107602,Retired,2,850,Education,2473303,0.2088400178516679,Poor,0
8593,22561,Self-employed,4,513,Debt Consolidation,4382801,0.6,Poor,1
8594,172897,Employed,1,781,Travel,2121775,0.54832525877005,Poor,1
8595,84901,Self-employed,7,687,Home Improvement,290091,0.6804881322821331,Poor,1
8596,152653,Self-employed,5,509,Home Improvement,1721208,0.54,Poor,0
8597,42935,Self-employed,1,623,Education,2362890,0.437274918820766,Fair,0
8598,81607,Self-employed,4,318,Home Improvement,3951892,0.691355799254288,Good,0
8599,170144,Employed,3,697,Car Loan,3372463,0.050674252648836,Poor,1
8600,74486,Unemployed,6,761,Debt Consolidation,5125597,0.5599165298883557,Good,0
8601,54971,Self-employed,5,463,Travel,1257904,0.1894895490370091,Poor,1
8602,19387,Student,6,533,Education,3861797,0.4850618676825711,Good,1
8603,155167,Retired,0,405,Debt Consolidation,2847084,0.7637074581770497,Fair,1
8604,144061,Retired,5,385,Home Improvement,1474159,0.4038618202975669,Good,0
8605,153041,Student,3,583,Debt Consolidation,4047007,0.6712777469102325,Good,1
8606,72430,Self-employed,1,377,Home Improvement,1423488,0.1238885940890823,Poor,1
8607,107079,Employed,3,617,Travel,3228253,0.3202728780972012,Good,0
8608,40368,Unemployed,1,496,Home Improvement,4173048,0.24,Fair,1
8609,154898,Retired,3,598,Debt Consolidation,4399489,0.6514699791114329,Fair,1
8610,40270,Unemployed,3,497,Travel,2137535,0.3060225558092164,Fair,1
8611,145309,Employed,5,677,Home Improvement,3163607,0.091734648349236,Poor,1
8612,39974,Retired,5,398,Car Loan,4310718,0.597460422501063,Poor,1
8613,53350,Unemployed,4,371,Business,1158065,0.6866054254978587,Poor,1
8614,162850,Employed,3,496,Debt Consolidation,4207161,0.2499873087656725,Poor,0
8615,181036,Unemployed,0,552,Business,2978016,0.6907951521425597,Poor,1
8616,43552,Self-employed,5,459,Debt Consolidation,4741010,0.5717874178823502,Fair,1
8617,87391,Employed,4,532,Home Improvement,2606162,0.36,Good,1
8618,51867,Unemployed,4,469,Home Improvement,3205258,0.607839650157599,Fair,1
8619,156439,Self-employed,7,305,Travel,2064034,0.5,Poor,0
8620,24330,Self-employed,8,719,Education,1374919,0.5415312034750318,Fair,1
8621,33855,Employed,5,386,Car Loan,861364,0.0886832693219446,Good,0
8622,163441,Student,3,816,Education,3713710,0.47,Poor,1
8623,86458,Retired,9,615,Business,4931988,0.477972112109865,Fair,1
8624,50478,Employed,8,334,Home Improvement,278285,0.2590824924020851,Fair,0
8625,22903,Self-employed,4,584,Education,1529155,0.66,Good,0
8626,179244,Self-employed,1,358,Home Improvement,4625275,0.56,Poor,0
8627,60101,Employed,1,563,Debt Consolidation,1164290,0.6806164494860731,Poor,0
8628,111554,Student,7,374,Education,1353511,0.5360558582640079,Good,1
8629,161895,Retired,4,587,Business,3384939,0.41,Good,0
8630,48536,Unemployed,0,364,Travel,1634315,0.3558716196930114,Good,1
8631,79504,Employed,2,720,Education,3151895,0.6743396654541932,Good,1
8632,200602,Retired,2,491,Home Improvement,4234431,0.6174831880355751,Poor,1
8633,198500,Retired,0,420,Medical,4631244,0.74,Poor,0
8634,162359,Self-employed,0,386,Medical,2798052,0.772420012564671,Fair,1
8635,199704,Unemployed,0,513,Travel,2943262,0.68,Fair,1
8636,84131,Employed,1,383,Travel,3316141,0.7140040147171683,Fair,0
8637,176662,Self-employed,5,604,Car Loan,2819230,0.7105515936121055,Poor,0
8638,76731,Self-employed,9,349,Travel,3198789,0.1841182225774207,Poor,0
8639,42226,Student,7,725,Home Improvement,4846274,0.2091958738551902,Poor,1
8640,73806,Retired,0,527,Debt Consolidation,1653853,0.1217381901881487,Fair,1
8641,162770,Employed,0,767,Education,1913166,0.2790907270549191,Good,1
8642,175573,Employed,1,596,Travel,4241194,0.2328323533874833,Good,0
8643,120633,Employed,7,355,Medical,1525306,0.573592380916059,Good,1
8644,29849,Self-employed,5,686,Debt Consolidation,4825450,0.5,Good,0
8645,28920,Student,3,741,Home Improvement,4645050,0.53993906555379,Good,1
8646,114925,Unemployed,7,351,Debt Consolidation,3338706,0.8048699639562862,Poor,1
8647,179831,Self-employed,1,676,Home Improvement,3860789,0.6949913973678727,Fair,1
8648,135421,Unemployed,1,690,Car Loan,59976,0.3764814959021821,Good,1
8649,142998,Student,0,425,Education,318818,0.5459542209919812,Good,0
8650,145867,Retired,3,730,Debt Consolidation,2456693,0.6260772518100591,Good,1
8651,122325,Employed,3,728,Education,2430522,0.29,Poor,1
8652,42278,Unemployed,6,355,Debt Consolidation,1849932,0.6973196080102049,Good,0
8653,55992,Self-employed,2,602,Home Improvement,4220117,0.38,Fair,1
8654,165072,Unemployed,5,563,Home Improvement,2266566,0.064593667387391,Poor,0
8655,206177,Retired,4,671,Debt Consolidation,607574,0.1725496046602165,Poor,1
8656,46244,Employed,5,384,Car Loan,4158663,0.1734937335364348,Poor,1
8657,73262,Unemployed,7,850,Home Improvement,1056168,0.7571803242300021,Good,1
8658,40901,Retired,8,509,Business,4818589,0.7458496358791167,Good,0
8659,114189,Self-employed,8,453,Business,4178877,0.23,Good,1
8660,27712,Student,4,621,Education,3307906,0.5790870350762517,Good,1
8661,127598,Self-employed,6,532,Travel,2693157,0.2119557661869701,Fair,1
8662,115422,Employed,4,621,Business,3380440,0.05,Poor,0
8663,184248,Self-employed,3,843,Business,4505078,0.244995035320323,Good,1
8664,62441,Self-employed,7,382,Car Loan,2250858,0.1793495334251842,Fair,0
8665,186061,Self-employed,8,653,Car Loan,770881,0.2356640628892927,Poor,0
8666,80439,Self-employed,3,359,Travel,2831343,0.45,Poor,1
8667,22210,Employed,8,548,Medical,3537292,0.4348231665902175,Poor,1
8668,181423,Retired,8,691,Travel,788507,0.2344100392510135,Good,0
8669,164793,Unemployed,9,341,Medical,3855967,0.3177447303783617,Poor,1
8670,192772,Student,2,725,Car Loan,2198671,0.3257948157832792,Good,0
8671,115798,Unemployed,5,414,Medical,1454251,0.3903067241215846,Fair,0
8672,40107,Unemployed,10,702,Car Loan,5173363,0.1234719206472058,Poor,1
8673,143138,Student,2,781,Medical,2111279,0.3683848762944104,Fair,1
8674,139339,Employed,9,676,Home Improvement,3313646,0.600239376448733,Good,0
8675,133921,Student,3,696,Car Loan,2121671,0.6127567493170846,Good,1
8676,157867,Employed,4,496,Travel,1160338,0.58,Good,0
8677,93204,Unemployed,8,646,Education,3591485,0.7411897046628024,Poor,1
8678,129176,Employed,7,335,Education,3280981,0.56,Poor,0
8679,171328,Retired,5,470,Car Loan,1406891,0.4148526735214667,Fair,1
8680,58831,Student,2,583,Business,579488,0.2903987298248846,Good,0
8681,111027,Retired,0,387,Education,4288509,0.4616029043405378,Fair,1
8682,170090,Unemployed,0,547,Travel,3498035,0.5238526050780039,Good,1
8683,79288,Student,8,518,Business,773472,0.3,Good,1
8684,153286,Unemployed,4,486,Education,3566464,0.47,Fair,1
8685,28807,Retired,5,771,Debt Consolidation,2258094,0.36,Good,0
8686,115755,Unemployed,3,573,Debt Consolidation,2255771,0.61,Fair,1
8687,98618,Student,4,451,Car Loan,5346785,0.7370782211505353,Poor,0
8688,165245,Student,8,580,Travel,271008,0.05,Fair,0
8689,139094,Unemployed,6,324,Travel,2541235,0.5476498885285439,Fair,0
8690,74424,Student,7,597,Education,1353723,0.5329787466191297,Good,0
8691,55057,Student,8,583,Home Improvement,2029394,0.2776351463358141,Fair,0
8692,146755,Unemployed,4,373,Business,4216367,0.6835281282358209,Poor,0
8693,56043,Retired,9,756,Education,1290188,0.0944337993928756,Poor,0
8694,158949,Student,8,519,Car Loan,3197361,0.6783360833655577,Poor,1
8695,107949,Student,1,318,Business,1398073,0.0960266050477463,Poor,0
8696,149365,Student,7,498,Medical,1617451,0.33,Fair,0
8697,174759,Student,2,428,Car Loan,1912278,0.8394370297431498,Poor,1
8698,82384,Unemployed,9,583,Education,4486912,0.06,Fair,1
8699,155956,Retired,0,830,Home Improvement,1512109,0.7416001309797202,Fair,1
8700,36907,Retired,4,640,Medical,3313158,0.222066765507985,Good,1
8701,180983,Employed,2,678,Car Loan,3748926,0.73,Fair,0
8702,165280,Student,8,666,Education,1127252,0.5718970015993456,Fair,0
8703,26256,Student,8,469,Debt Consolidation,3623084,0.6640012727281489,Good,0
8704,126249,Employed,7,777,Travel,2579351,0.61,Poor,1
8705,175905,Retired,2,634,Education,1532911,0.4227753964930582,Poor,1
8706,62588,Self-employed,8,470,Debt Consolidation,878867,0.26,Fair,1
8707,167244,Self-employed,5,603,Debt Consolidation,2323005,0.546144298815868,Good,1
8708,131148,Retired,3,708,Car Loan,876871,0.61,Fair,1
8709,106735,Student,9,300,Education,1903795,0.2996702532423833,Fair,0
8710,61201,Self-employed,7,568,Travel,3325872,0.3334263120098694,Poor,0
8711,135520,Unemployed,8,406,Education,4444772,0.399198362954818,Good,1
8712,188028,Unemployed,6,768,Debt Consolidation,3715916,0.2986844677110076,Fair,0
8713,48217,Employed,4,681,Business,2139840,0.7408667654513976,Poor,0
8714,153928,Retired,4,522,Medical,496323,0.15,Fair,0
8715,171505,Retired,3,458,Home Improvement,4317971,0.6635087185634737,Poor,0
8716,103181,Self-employed,1,625,Education,3831077,0.196966045897156,Good,0
8717,152521,Student,5,326,Medical,4500072,0.69,Fair,0
8718,177598,Retired,1,563,Medical,1241475,0.722502647945157,Good,1
8719,150640,Self-employed,4,446,Business,4927801,0.5068899008109126,Poor,0
8720,104586,Self-employed,9,636,Medical,2128850,0.0833214520427223,Good,1
8721,21470,Retired,2,561,Education,1662410,0.714396745740258,Good,0
8722,134716,Self-employed,3,758,Car Loan,843465,0.592468977614671,Good,1
8723,45742,Employed,9,850,Car Loan,2153763,0.4681280726954532,Fair,0
8724,138916,Employed,7,776,Medical,3942012,0.366556761516107,Poor,1
8725,93753,Retired,5,335,Education,4331292,0.0976363804661328,Good,0
8726,44007,Student,5,839,Education,2629472,0.0507418053547338,Fair,1
8727,49719,Employed,3,321,Debt Consolidation,593062,0.3715668080776687,Poor,1
8728,121601,Employed,4,440,Business,4895694,0.16,Poor,0
8729,161898,Retired,9,684,Travel,4488067,0.2412333219039948,Poor,0
8730,152851,Unemployed,6,638,Home Improvement,1692405,0.2898533052177031,Good,0
8731,178651,Self-employed,2,623,Travel,2296489,0.4407569361777574,Good,1
8732,56568,Employed,6,833,Debt Consolidation,1656606,0.41,Good,0
8733,42733,Unemployed,2,662,Home Improvement,1403908,0.8222211930347886,Poor,0
8734,103063,Student,6,797,Travel,1047536,0.4809122195776146,Poor,1
8735,159431,Unemployed,4,412,Education,2188436,0.3548918569986143,Good,0
8736,83508,Retired,1,769,Car Loan,5137865,0.3557906102650126,Good,0
8737,79813,Student,4,322,Debt Consolidation,219630,0.1354789292689039,Poor,0
8738,112480,Student,0,798,Travel,4560570,0.5345349988943224,Poor,0
8739,194886,Unemployed,2,768,Medical,1142923,0.6447224498226097,Fair,1
8740,74045,Retired,7,682,Medical,3188383,0.1411114418034563,Fair,1
8741,73671,Employed,9,302,Home Improvement,854360,0.53,Good,1
8742,95328,Unemployed,2,796,Education,920224,0.3816738002754171,Poor,0
8743,82263,Employed,8,332,Car Loan,1977264,0.72,Poor,0
8744,143212,Unemployed,6,817,Home Improvement,3141099,0.870003194390774,Fair,0
8745,202093,Employed,5,684,Travel,2913043,0.7168601804933534,Poor,0
8746,89035,Unemployed,6,303,Travel,255240,0.7219775480294038,Good,0
8747,22857,Student,0,812,Car Loan,2908486,0.6326932363247552,Fair,0
8748,77436,Self-employed,6,410,Travel,957301,0.2154678164977347,Poor,1
8749,172729,Student,3,658,Business,2695481,0.75,Poor,1
8750,15634,Employed,9,403,Car Loan,3268082,0.2383690906555552,Good,0
8751,208143,Retired,2,400,Medical,2689733,0.0823978878444777,Poor,1
8752,67176,Student,0,826,Travel,94740,0.4326981896399961,Fair,1
8753,106579,Self-employed,0,457,Travel,3682701,0.2526687764164637,Fair,1
8754,44257,Employed,2,702,Debt Consolidation,1642187,0.34,Poor,0
8755,120412,Student,7,850,Debt Consolidation,4993943,0.1869778938760273,Poor,0
8756,153030,Unemployed,10,686,Debt Consolidation,723343,0.714684944079626,Poor,0
8757,196634,Retired,9,453,Car Loan,406402,0.0828360274718175,Poor,0
8758,110523,Employed,9,349,Medical,2160934,0.6981143658495849,Fair,1
8759,146809,Student,5,549,Car Loan,2494956,0.1183303536535823,Good,0
8760,92451,Employed,2,395,Education,426746,0.7361331628084663,Fair,0
8761,140409,Unemployed,6,667,Medical,4990156,0.5008519575212431,Poor,1
8762,189535,Self-employed,0,305,Medical,383338,0.13,Poor,1
8763,94023,Student,7,685,Car Loan,2043201,0.4430109236941494,Fair,0
8764,224519,Employed,6,720,Car Loan,1074278,0.3987071013929003,Fair,1
8765,123107,Employed,0,767,Debt Consolidation,2003374,0.7878144413508021,Poor,0
8766,173492,Employed,4,616,Medical,1531639,0.5593158744470605,Fair,1
8767,127414,Self-employed,2,466,Debt Consolidation,1031230,0.6491357906684131,Poor,1
8768,125305,Employed,3,557,Education,2861699,0.4417646863849995,Fair,0
8769,82728,Retired,4,330,Business,4168710,0.71,Poor,0
8770,76356,Retired,8,576,Debt Consolidation,886451,0.4769293952439881,Fair,1
8771,40372,Employed,3,530,Car Loan,3497264,0.26,Poor,0
8772,158987,Retired,2,502,Travel,1278428,0.5604551862897028,Good,1
8773,82660,Student,8,745,Home Improvement,1460247,0.2934136315503582,Good,1
8774,187150,Retired,0,384,Business,4582981,0.5625025888707436,Fair,1
8775,20752,Employed,5,457,Education,4297948,0.0741305035375586,Good,1
8776,161392,Unemployed,10,431,Travel,3562792,0.6851114572368113,Poor,0
8777,90008,Student,1,400,Car Loan,3381580,0.6846240820575726,Fair,0
8778,83367,Self-employed,5,688,Business,4403797,0.53,Fair,1
8779,39519,Employed,5,634,Car Loan,3683999,0.32,Poor,0
8780,70668,Self-employed,3,324,Debt Consolidation,2833920,0.1753229904710223,Poor,1
8781,42211,Unemployed,2,536,Travel,2613233,0.7291888783951606,Poor,0
8782,175928,Self-employed,9,715,Car Loan,1372502,0.4785863585053492,Fair,0
8783,156408,Employed,8,454,Travel,1619529,0.1705262546644152,Poor,1
8784,27336,Employed,1,679,Education,2443556,0.53,Good,0
8785,108331,Unemployed,4,323,Home Improvement,3862394,0.2159868970763251,Fair,1
8786,37012,Employed,2,847,Debt Consolidation,1918050,0.4962123176546625,Poor,0
8787,187373,Unemployed,5,570,Debt Consolidation,284888,0.7802941155181566,Fair,0
8788,157053,Unemployed,5,545,Travel,3463199,0.4143722909862121,Good,1
8789,146034,Employed,3,787,Education,121488,0.4005887609931259,Good,1
8790,119139,Retired,10,786,Education,689170,0.6463801631384223,Poor,0
8791,80425,Unemployed,4,714,Business,2668709,0.4475350735661512,Fair,0
8792,15482,Employed,1,771,Home Improvement,2152322,0.5779831501907977,Poor,1
8793,48845,Retired,9,571,Car Loan,2080816,0.5328579601035528,Fair,1
8794,158124,Unemployed,4,643,Business,1671598,0.2077805975968573,Poor,0
8795,87522,Retired,0,675,Car Loan,1309400,0.1020754341884172,Poor,0
8796,96207,Student,5,830,Car Loan,633549,0.1959101209162307,Fair,0
8797,134648,Student,0,725,Car Loan,1363589,0.2607971719826031,Fair,0
8798,167897,Retired,0,336,Business,1424348,0.1256000351808076,Good,0
8799,28927,Unemployed,3,495,Debt Consolidation,3813267,0.2260380765290671,Good,1
8800,52523,Employed,0,617,Education,731226,0.7308207053115712,Fair,1
8801,107268,Self-employed,0,391,Debt Consolidation,4177302,0.47,Good,1
8802,108318,Employed,2,319,Home Improvement,5145199,0.1967657002724893,Good,1
8803,21703,Self-employed,5,700,Business,2391229,0.1402197769442151,Fair,0
8804,88704,Self-employed,2,506,Home Improvement,2864182,0.58,Fair,1
8805,196206,Unemployed,7,562,Education,4276950,0.3443456606096466,Fair,1
8806,127217,Retired,2,548,Education,3456264,0.57,Poor,1
8807,174887,Employed,0,315,Medical,1455680,0.8338786094241472,Fair,1
8808,40246,Retired,1,729,Home Improvement,3409486,0.3519076764810702,Fair,1
8809,117597,Student,1,684,Debt Consolidation,1655226,0.704639933881474,Fair,0
8810,139210,Unemployed,2,733,Travel,2216015,0.36,Good,1
8811,140861,Unemployed,0,425,Home Improvement,1343466,0.2421446911869056,Fair,1
8812,180304,Student,4,850,Business,4638948,0.4279094033567421,Good,1
8813,19682,Employed,6,759,Education,3961581,0.3979781669611207,Poor,0
8814,199902,Student,5,455,Education,4272189,0.2191526047550739,Fair,0
8815,99513,Employed,5,771,Home Improvement,4005923,0.7268788699910305,Fair,0
